gene,log2FC,meanA,meanB,pval,-log10p,qval,sig_type,score
BGENE_760,-0.011668357,1.2744793,1.2848289,0.9128031556023668,0.03962286721130748,0.9815087694649105,ns,0.00046233376263233905
BGENE_1057,0.016648319,1.4880794,1.4710062,0.9401408385993557,0.026807081671747134,0.9853004422001981,ns,0.00044629283690436286
BGENE_715,-0.0073139262,1.0485705,1.0538999,0.8699420988551164,0.06050965196130359,0.9729082186636903,ns,0.00044256313116631347
BGENE_1143,0.0013427314,1.9003999,1.898632,0.47041182582973073,0.32752176893013424,0.8903693864285124,ns,0.0004397737671150762
BGENE_567,-0.018547429,0.5276438,0.53447104,0.9469093206956842,0.023691608543803852,0.987220838257881,ns,0.0004394184219568365
BGENE_405,-0.014681799,2.885915,2.915434,0.9343840522465366,0.029474582560906314,0.9870254073026796,ns,0.0004327399067089616
BGENE_824,-0.009409953,0.20684797,0.20820154,0.9010400619302622,0.04525589904485192,0.9838472013797221,ns,0.0004258558788553975
BGENE_893,-0.028905649,0.9514438,0.9706991,0.9668087558676014,0.014659425074726147,0.994147820943549,ns,0.0004237401919132012
BGENE_33,-0.008616384,0.6807735,0.6848515,0.8967858170982915,0.04731126883932835,0.9818822814944798,ns,0.00040765206546724826
BGENE_524,-0.017427534,2.9446037,2.9803898,0.9481759034714576,0.02311108584721844,0.9868266124594529,ns,0.00040276923125874325
BGENE_926,-0.0046090083,1.5982021,1.6033161,0.818260080030475,0.08710863597455819,0.9760557614677634,ns,0.00040148442792236006
BGENE_827,0.008889512,1.3025435,1.2945422,0.9018120532700868,0.04488396437907654,0.9811191876011824,ns,0.0003989965470887954
BGENE_672,0.0057319584,0.83205175,0.82875246,0.8561242547159462,0.06746319884937588,0.9691972694897504,ns,0.00038669625137701514
BGENE_1122,0.009773784,0.11310765,0.11234397,0.9137478043768454,0.03917365358884755,0.9816449107002815,ns,0.00038287484108925424
TYROBP,-0.0064185467,1.4963876,1.5030599,0.8756177454137516,0.057685445531266845,0.9765253666324367,ns,0.0003702567238453848
BGENE_948,0.004406339,1.3583153,1.3541731,0.82659522002212,0.08270711045525317,0.9734192973763927,ns,0.0003644355683002443
BGENE_194,0.0049746106,1.0712329,1.0675455,0.8449043705836529,0.07319244333205148,0.968371771442582,ns,0.0003641039072115701
BGENE_853,-0.028267369,1.6005552,1.6322248,0.9715355185312663,0.012541317328574325,0.9930516373403063,ns,0.000354510040587925
BGENE_883,0.008623014,0.3508733,0.34878236,0.9122793487585914,0.039872156136643605,0.9827066593449818,ns,0.0003438181687185208
BGENE_595,-0.01832481,1.6130623,1.6336818,0.9579747336430222,0.018645945184626395,0.9927199312362924,ns,0.0003416833869092725
BGENE_547,-0.0033394655,3.6787584,3.6872835,0.7915306745998637,0.10153225003558794,0.9672472602034995,ns,0.00033906344356345573
BGENE_420,-0.006386761,1.6713765,1.678792,0.885994991250642,0.05256873328039405,0.9754073298172206,ns,0.0003357439401566888
BGENE_450,-0.0044921217,1.0771184,1.0804775,0.8424509920210349,0.07445535397460211,0.9692628863137506,ns,0.0003344625148909747
BGENE_573,-0.011937033,0.8102508,0.81698275,0.9375284432320182,0.028015547545492424,0.9868720455073876,ns,0.00033442252635067297
BGENE_654,-0.00504239,0.51685804,0.5186677,0.8586060652910781,0.06620604794003859,0.967443453849102,ns,0.0003338367118576127
BGENE_464,0.009194071,0.54387003,0.54041505,0.9208287051170984,0.0358211508469368,0.9866021840540339,ns,0.0003293422186829709
BGENE_755,-0.013714035,0.94500357,0.95402944,0.946286757907269,0.023977237271275584,0.9882890422008032,ns,0.0003288246721397567
BGENE_738,-0.022595862,0.82925814,0.84234846,0.967420628819202,0.014384656159028963,0.9930750680778806,ns,0.00032503370443211135
BGENE_406,-0.013493374,2.3109977,2.3327136,0.9465828605704251,0.023841363408142965,0.9877386371169652,ns,0.0003217004328989783
BGENE_1098,-0.0022366473,2.1453073,2.1486359,0.7250921215070619,0.13960681367643465,0.9519809035103657,ns,0.0003122512026699035
CTSS,0.00881738,2.0528772,2.0403688,0.9232554166678427,0.03467813569750503,0.9865596616219158,ns,0.00030577031033890477
FCGR3A,0.019266805,1.12976,1.1147727,0.964531659179052,0.015683512777887782,0.9935090051629721,ns,0.0003021711773914276
BGENE_946,-0.010120824,2.345149,2.3616586,0.9335868649970098,0.02984526718060331,0.9879226084624443,ns,0.0003020586957523856
BGENE_216,0.0018711612,1.7029797,1.7007723,0.6895713033659164,0.16142082005043862,0.9467798215550339,ns,0.00030204436935430247
BGENE_915,-0.006466054,0.42004815,0.421935,0.9043868894915357,0.04364574206169696,0.9812515980016663,ns,0.0002822157203240778
BGENE_873,0.0008445315,2.3741932,2.3728037,0.4707189682940913,0.32723830082347255,0.8895476566187553,ns,0.00027636305892304603
BGENE_591,0.005650931,2.1489468,2.1405458,0.8947178536266972,0.04831389645104921,0.9805127163032298,ns,0.00027301849702013716
BGENE_1003,0.0103399465,2.392009,2.3749266,0.9426025024431652,0.02567141159970649,0.9852987830416361,ns,0.00026544102216247855
BGENE_47,-0.009260396,0.14215732,0.14307274,0.937973817176153,0.02780928445102412,0.9864755307724659,ns,0.0002575249737505544
BGENE_747,0.0016882254,3.3551776,3.3512537,0.7091587998463627,0.149256503639556,0.9497662497942356,ns,0.0002519786246853085
BGENE_727,-0.0042224997,0.43520606,0.43648168,0.8770409196963496,0.05698014348259347,0.9772043673496931,ns,0.00024059863718419496
BGENE_1072,-0.0017006204,3.3981647,3.4021728,0.7250981011698919,0.1396032321675676,0.9509483294031369,ns,0.00023741210450050886
BGENE_361,0.002734854,2.5515537,2.5467215,0.825098450039186,0.08349422871330262,0.9774117868183841,ns,0.00022834451586081496
BGENE_331,0.006531026,2.184343,2.174477,0.930936495890316,0.03107994353537478,0.9877310301223512,ns,0.00020298392597039832
BGENE_553,-0.006593812,1.357927,1.3641475,0.932657069486531,0.030278013495754263,0.9878097823334838,ns,0.00019964752240817548
BGENE_840,0.0024905654,1.9348326,1.9314953,0.8318344480641041,0.0799630985246162,0.9691275123076941,ns,0.00019915332755042971
BGENE_1100,0.0028723446,3.6335003,3.6262734,0.8540188355282408,0.06853255076793807,0.9723174598044486,ns,0.00019684910021025334
BGENE_343,-0.006634327,0.63521826,0.6381461,0.9359571005233165,0.02874405663899795,0.987817520341231,ns,0.0001906974744228541
BGENE_44,-0.0053960592,4.690819,4.7083964,0.9221998803821265,0.03517493844862789,0.9871898808729276,ns,0.00018980605193452866
BGENE_1166,-0.0067860316,1.3665481,1.3729911,0.9393544553779329,0.027170500420119096,0.986198903283919,ns,0.00018437987575696326
BGENE_184,-0.012826128,1.5233208,1.5369241,0.9683394288683946,0.013972384173440952,0.9931686449932253,ns,0.00017921158691627914
BGENE_243,-0.010139615,2.6012483,2.6195948,0.9606546246794657,0.017432722170946404,0.9920701803918751,ns,0.0001767610960087625
BGENE_501,0.014698353,0.7935148,0.78547144,0.972795806423732,0.011978310245433822,0.9934935895391306,ns,0.00017606142831468443
BGENE_179,0.001457848,3.1128309,3.109687,0.7720794715350999,0.11233799464767756,0.9721882117965581,ns,0.00016377172127783238
BGENE_556,0.003020806,1.1035565,1.1012483,0.8869545417126954,0.052098638104284105,0.9746753205634016,ns,0.00015737987884944385
BGENE_1190,0.004617217,1.5271165,1.522237,0.9253160884179886,0.03370988671353486,0.987881944930237,ns,0.00015564586189557338
BGENE_508,0.011224866,0.68914413,0.6838031,0.9688256616558729,0.01375436638859662,0.9919716672244432,ns,0.00015439091843565063
BGENE_62,0.0007291941,2.406148,2.404932,0.6177889383058217,0.20915987213646312,0.9360438459179117,ns,0.00015251814170244522
BGENE_860,0.007903958,2.8819098,2.8661642,0.9582646455682509,0.018514534514653402,0.9913082540361216,ns,0.00014633809836982344
VCAN,0.0020277975,2.2895982,2.2863824,0.850619364800389,0.07026473456553883,0.9712114536255632,ns,0.00014248265398323465
BGENE_838,-0.0012233151,3.2296064,3.232346,0.7649485622515426,0.11636776730570182,0.9693118001075514,ns,0.00014235445103823137
BGENE_106,0.0015006278,2.913424,2.9103951,0.806463444581276,0.09341531355268863,0.9716427043147903,ns,0.0001401816202806838
BGENE_971,-0.029616276,0.49617645,0.50646746,0.9892398121074789,0.004698413711201886,1.0,ns,0.00013914951630405
BGENE_416,0.0029494092,0.9213846,0.9195028,0.9017358319218578,0.04492067259318119,0.9819264957406801,ns,0.000132489444425363
BGENE_187,-0.014060632,2.3388736,2.36178,0.9797897164237405,0.008867123079179001,0.997241441652662,ns,0.0001246773574031434
FPR2,0.0021104026,1.1462578,1.1445822,0.873375203648479,0.05879914247136274,0.9749304598866742,ns,0.00012408986111779317
BGENE_894,-0.0077285827,0.8449895,0.84952825,0.9643311851579396,0.01577378851906161,0.9941558609875666,ns,0.00012190902927881486
BGENE_742,0.0036026621,2.9772646,2.969839,0.9290845407620589,0.03194476618292936,0.9875123551058198,ns,0.00011508619917896105
BGENE_27,-0.0016506875,1.4836628,1.4853613,0.8583188753279454,0.06635133678110441,0.9680288067608406,ns,0.00010952532488359607
BGENE_580,-0.0008205045,1.6659683,1.666916,0.7415693058208397,0.129848254306532,0.9558358399409319,ns,0.00010654107716548979
BGENE_161,0.001816884,1.7164114,1.714251,0.8783446874767026,0.056335021118033624,0.9777491882857543,ns,0.00010235420033712356
BGENE_1044,-0.0035328039,1.2709816,1.2740977,0.9372003781501856,0.02816754484192736,0.987392847919423,ns,9.951041086960701e-05
BGENE_310,-0.0060566817,1.0085034,1.0127462,0.9636985004195153,0.016058816807370882,0.9943578680166968,ns,9.726314253973322e-05
BGENE_675,0.0029327609,3.3061182,3.2994044,0.9267007663016942,0.03306047785461839,0.9884808173884737,ns,9.695847561356912e-05
BGENE_69,-0.00047853508,2.2047386,2.20547,0.6333602509995726,0.19834919595815775,0.9383114829623298,ns,9.49170474973116e-05
BGENE_622,-0.016030665,2.0133162,2.0358121,0.9867019540615802,0.005814011721346324,1.0,ns,9.320247704269654e-05
BGENE_479,-0.034400556,1.4013221,1.4351377,0.9938734252327672,0.0026689216622515564,0.9997050379541665,ns,9.181238973311242e-05
BGENE_833,-0.019388402,1.0255731,1.0394489,0.9895880161277837,0.004545572636300934,0.999583854674529,ns,8.813138905124428e-05
BGENE_5,-0.008401172,0.9191879,0.9245562,0.9782903155371662,0.009532245697100402,0.9965605930769095,ns,8.008203789347468e-05
BGENE_15,-0.0203851,1.7754676,1.8007329,0.9920205870361402,0.0034793149996309833,1.0,ns,7.092618272000257e-05
BGENE_1005,0.0012760627,2.5849614,2.5826762,0.8799797617011405,0.05552731589822768,0.9768507992982133,ns,7.085633581954329e-05
BGENE_1001,-0.0009342542,3.1314802,3.1335087,0.8534958960709229,0.068798562795337,0.9726448958073196,ns,6.427534648337047e-05
BGENE_1185,-0.0006215072,2.661534,2.6626809,0.8157677322911246,0.08843347720605393,0.9759932988527912,ns,5.4962040782070646e-05
BGENE_682,0.0019609886,1.7159511,1.7136202,0.9399311529993514,0.026903955940180448,0.9859417688804385,ns,5.27583514897546e-05
BGENE_108,-0.01910021,1.9869883,2.0134695,0.9941488290113715,0.0025485946972461024,0.9991445517702225,ns,4.8678693152817855e-05
BGENE_795,-0.0016967463,0.5614208,0.56208146,0.9421096552107763,0.025898545316075168,0.9856421850505069,ns,4.394326173573227e-05
BGENE_577,0.0029118215,0.69401425,0.6926149,0.9673133782091543,0.014432805773397625,0.9938151145984462,ns,4.202575377224441e-05
BGENE_557,-0.00035406972,3.213549,3.2143376,0.7825559209902133,0.10648461824194394,0.9721191565095817,ns,3.770297914116532e-05
BGENE_437,0.0013681609,0.83334553,0.8325556,0.941604691262419,0.026131386417482427,0.9859734987041037,ns,3.575194224725057e-05
BGENE_274,-0.011207155,2.2326853,2.2500968,0.992819240969765,0.0031298147425837287,1.0,ns,3.507631879115745e-05
BGENE_1028,0.0031943065,1.006802,1.0045753,0.9762233352476493,0.010450815355831299,0.9961462604567849,ns,3.3383107540904745e-05
BGENE_974,-0.0020539884,1.1356823,1.1373004,0.9663784382464107,0.014852768556417408,0.9945575693788103,ns,3.0507414307676797e-05
BGENE_240,-0.0038280766,0.40317723,0.40424845,0.9820897260309395,0.00784883223343357,0.997889645416704,ns,3.0045931369074998e-05
BGENE_1035,0.018674087,0.5171692,0.51051813,0.9963956911586276,0.001568159206664776,0.9988929234672959,ns,2.928394110910409e-05
BGENE_305,-0.00054898707,1.0511712,1.0515712,0.884676732982879,0.05321539453256601,0.974850394471492,ns,2.9214563379888085e-05
BGENE_689,-0.0040005264,1.2466486,1.2501103,0.9885361995934828,0.005007422459725891,1.0,ns,2.0032325682214003e-05
BGENE_906,-0.0029847487,0.66514623,0.66652375,0.9854139914739993,0.006381275654763898,1.0,ns,1.9046504135739292e-05
BGENE_709,0.0005995789,2.777006,2.775852,0.9343840285723886,0.029474593564467414,0.987895008182261,ns,1.7672344271547227e-05
BGENE_121,-0.00094397756,1.8355455,1.8367469,0.958254046101827,0.018519338318340864,0.9921525930303644,ns,1.748183980564253e-05
BGENE_942,0.0002565753,0.8003827,0.80024034,0.8658139739707084,0.0625754090872024,0.9710063259484579,ns,1.605530403192109e-05
FCN1,0.0016329107,1.4733794,1.4717126,0.9816296579928893,0.008052328736555663,0.998267448806328,ns,1.3148733652995052e-05
BGENE_1129,0.00063292927,0.59526026,0.5949992,0.9540765064215965,0.020416798268125345,0.9912483183601001,ns,1.2922389150702803e-05
BGENE_441,-0.00056103047,0.7959113,0.7962209,0.9540199956025073,0.02044252268707314,0.9920485222903023,ns,1.146887801254438e-05
BGENE_515,-0.0006078287,0.49396902,0.4941772,0.9603937872521016,0.017550658039059516,0.992655077263154,ns,1.0667794117408328e-05
BGENE_1019,-0.043289654,1.3940889,1.436554,0.9994675363546517,0.00023130760990188083,0.9994675363546516,ns,1.0013226390247749e-05
BGENE_986,-0.00011342701,1.112826,1.1129135,0.8313274826559962,0.08022786202359901,0.970421185979762,ns,9.100006770792764e-06
BGENE_1155,0.0048445193,2.4101477,2.4020681,0.9957447407309353,0.0018519787449618405,0.9990749906999352,ns,8.971946791120747e-06
BGENE_116,-0.0021158194,0.3291065,0.32958952,0.9924249930892151,0.0033023070519311486,1.0,ns,6.987085227398859e-06
BGENE_142,-0.002320191,1.0422333,1.0439109,0.9935940654077735,0.002791011137254887,1.0,ns,6.475678619078527e-06
BGENE_402,-0.0012234873,0.9310235,0.93181336,0.9895461967877213,0.0045639260238682115,1.0,ns,5.583905591492444e-06
BGENE_815,0.011142952,0.6344138,0.62953264,0.9989120091506833,0.00047276565123138906,0.999745130092427,ns,5.2680051327387285e-06
BGENE_578,0.0022091446,0.37313458,0.37256366,0.9948730656922012,0.0022323266774578994,0.999035714502629,ns,4.931532524144917e-06
BGENE_903,-0.00343583,1.3582921,1.3615308,0.996804328025147,0.0013900850174113654,0.9984684420953058,ns,4.7760956485245e-06
BGENE_777,-8.969174e-05,2.1240404,2.1241724,0.9885641104724012,0.004995160521736783,1.0,ns,4.4802464311041585e-07
